id,giscode,siteaddres,landuse,scrcog_lu,yearbuilt,decadebuilt
689,2125-129-00-0000,65 GEORGE ST,Two Family M01,Residential,1920,1920s
690,2125-130-00-0000,83 DIX ST,Single Fam M01,Residential,1900,1900s
691,2125-131-00-0000,75 NORTH ST,Single Fam M01,Residential,1948,1940s
692,2125-132-00-0000,83 NORTH ST,Single Fam M01,Residential,1940,1940s
693,2125-133-00-0000,87 NORTH ST,Two Family M01,Residential,1940,1940s
694,2125-134-00-0000,89 NORTH ST,Three Fam M01,Residential,1950,1950s
695,2125-135-00-0000,95 NORTH ST,Single Fam M01,Residential,1930,1930s
696,2125-136-00-0000,97 NORTH ST,Single Fam M01,Residential,1920,1920s
697,2125-137-00-0000,103 NORTH ST,Single Fam M01,Residential,1945,1940s
698,2125-138-00-0000,109 NORTH ST,Two Family M01,Residential,1950,1950s
699,2125-139-00-0000,117 NORTH ST,Single Fam M01,Residential,1953,1950s
700,2125-140-00-0000,119 NORTH ST,Two Family M01,Residential,1986,1980s
701,2125-141-00-0000,121 NORTH ST,Two Family M01,Residential,1920,1920s
702,2125-142-00-0000,125 NORTH ST,Two Family M01,Residential,1922,1920s
703,2125-143-00-0000,131 NORTH ST,Two Family M01,Residential,1968,1960s
704,2125-144-00-0000,137 NORTH ST,Two Family M01,Residential,1950,1950s
705,2125-145-00-0000,141 NORTH ST,Single Fam M01,Residential,1950,1950s
706,2125-146-00-0000,149 NORTH ST,Two Family M01,Residential,1920,1920s
707,2125-147-00-0000,161 NORTH ST,Single Fam M01,Residential,1948,1940s
708,2125-148-00-0000,61 DIX ST,Two Family M01,Residential,1930,1930s
709,2125-149-00-0000,66 GEORGE ST,Two Family M01,Residential,1953,1950s
710,2125-150-00-0000,62 GEORGE ST,Single Fam M01,Residential,1950,1950s
711,2125-151-00-0000,56 GEORGE ST,Two Family M01,Residential,1946,1940s
712,2125-152-00-0000,50 GEORGE ST,Two Family M01,Residential,1970,1970s
713,2125-153-00-0000,46 GEORGE ST,Two Family M01,Residential,1900,1900s
714,2125-154-00-0000,67 BURKE ST,Two Family M01,Residential,1930,1930s
715,2125-155-00-0000,63 BURKE ST,Single Fam M01,Residential,1957,1950s
716,2125-156-00-0000,51 BURKE ST,Single Fam M01,Residential,1930,1930s
717,2125-157-00-0000,70 DIX ST,Three Fam M01,Residential,1930,1930s
718,2125-158-00-0000,64 DIX ST,Single Fam M01,Residential,1950,1950s
719,2125-159-00-0000,60 DIX ST,Single Fam M01,Residential,1950,1950s
720,2125-160-00-0000,56 DIX ST,Single Fam M01,Residential,1950,1950s
721,2125-161-00-0000,171 WARNER ST,Single Fam M01,Residential,1953,1950s
722,2125-162-00-0000,90 BURKE ST,Single Fam M01,Residential,1910,1910s
723,2125-163-00-0000,165 WARNER ST,Single Fam M01,Residential,1953,1950s
724,2125-164-00-0000,84 BURKE ST,Single Fam M01,Residential,1950,1950s
725,2125-165-00-0000,157 WARNER ST,Single Fam M01,Residential,1953,1950s
726,2125-166-00-0000,151 WARNER ST,Single Fam M01,Residential,1953,1950s
727,2125-167-00-0000,70 BURKE ST,Single Fam M01,Residential,1938,1930s
728,2125-168-00-0000,145 WARNER ST,Single Fam M01,Residential,1940,1940s
729,2125-169-00-0000,64 BURKE ST,Single Fam M01,Residential,1940,1940s
730,2125-170-00-0000,141 WARNER ST,Single Fam M01,Residential,1941,1940s
731,2125-171-00-0000,133 WARNER ST,Single Fam M01,Residential,1941,1940s
732,2125-172-00-0000,127 WARNER ST,Two Family M01,Residential,1960,1960s
733,2125-173-00-0000,50 BURKE ST,Single Fam M01,Residential,1960,1960s
734,2125-174-00-0000,56 BURKE ST,Single Fam M01,Residential,1940,1940s
735,2125-175-00-0000,126 WARNER ST,Single Fam M01,Residential,1960,1960s
736,2125-176-00-0000,134 WARNER ST,Two Family M01,Residential,1930,1930s
737,2125-177-00-0000,138 WARNER ST,Single Fam M01,Residential,1957,1950s
738,2125-178-00-0000,142 WARNER ST,Single Fam M01,Residential,1930,1930s
739,2125-179-00-0000,146 WARNER ST,Single Fam M01,Residential,1953,1950s
740,2125-180-00-0000,150 WARNER ST,Single Fam M01,Residential,1954,1950s
741,2125-182-00-0000,166 WARNER ST,Single Fam M01,Residential,1958,1950s
742,2125-183-00-0000,170 WARNER ST,Single Fam M01,Residential,1958,1950s
743,2125-184-00-0000,40 MOTT ST,Single Fam M01,Residential,1958,1950s
744,2125-185-00-0000,44 MOTT ST,Single Fam M01,Residential,1958,1950s
745,2125-186-00-0000,50 MOTT ST,Single Fam M01,Residential,1958,1950s
746,2125-187-00-0000,54 MOTT ST,Two Family M01,Residential,1964,1960s
747,2125-188-00-0000,63 DIX ST,Three Fam M01,Residential,1935,1930s
748,2125-189-00-0000,33 MOTT ST,Single Fam M01,Residential,1958,1950s
749,2125-190-00-0000,96 DIX ST,Single Fam M01,Residential,1930,1930s
750,2125-191-00-0000,80 DIX ST,Two Family M01,Residential,1950,1950s
751,2125-192-00-0000,80 BURKE ST,Two Family M01,Residential,1930,1930s
752,2125-195-00-0000,120 WARNER ST,Single Fam M01,Residential,1960,1960s
753,2125-196-00-0000,110 WARNER ST,Single Fam M01,Residential,1960,1960s
754,2125-197-00-0000,102 WARNER ST,Single Fam M01,Residential,1960,1960s
755,2125-198-00-0000,96 WARNER ST,Single Fam M01,Residential,1960,1960s
756,2125-199-00-0000,70 WARNER ST,Single Fam M01,Residential,1951,1950s
757,2125-201-00-0000,119 WARNER ST,Single Fam M01,Residential,1940,1940s
758,2125-202-00-0000,115 WARNER ST,Single Fam M01,Residential,1956,1950s
759,2125-203-00-0000,109 WARNER ST,Single Fam M01,Residential,1960,1960s
760,2125-204-00-0000,103 WARNER ST,Single Fam M01,Residential,1952,1950s
761,2125-205-00-0000,99 WARNER ST,Single Fam M01,Residential,1920,1920s
762,2125-206-00-0000,95 WARNER ST,Two Family M01,Residential,1940,1940s
763,2125-207-00-0000,121 ARCH ST,Single Fam M01,Residential,1962,1960s
764,2125-208-00-0000,115 ARCH ST,Three Fam M01,Residential,1940,1940s
766,2125-210-00-0000,22 BURKE ST,Single Fam M01,Residential,1950,1950s
767,2125-211-00-0000,30 BURKE ST,Two Family M01,Residential,1912,1910s
768,2125-212-00-0000,34 BURKE ST,Single Fam M01,Residential,1966,1960s
769,2125-213-00-0000,40 BURKE ST,Single Fam M01,Residential,1948,1940s
770,2125-214-00-0000,46 BURKE ST,Single Fam M01,Residential,1950,1950s
771,2125-215-00-0000,3 BURKE ST,Single Fam M01,Residential,1955,1950s
772,2125-216-00-0000,7 BURKE ST,Single Fam M01,Residential,1955,1950s
773,2125-217-00-0000,11 BURKE ST,Single Fam M01,Residential,1955,1950s
774,2125-218-00-0000,15 BURKE ST,Single Fam M01,Residential,1955,1950s
775,2125-219-00-0000,21 BURKE ST,Single Fam M01,Residential,1954,1950s
776,2125-220-00-0000,25 BURKE ST,Single Fam M01,Residential,1945,1940s
777,2125-221-00-0000,31 BURKE ST,Two Family M01,Residential,1930,1930s
778,2125-222-00-0000,35 BURKE ST,Two Family M01,Residential,1930,1930s
779,2125-223-00-0000,41 BURKE ST,Single Fam M01,Residential,1910,1910s
780,2125-224-00-0000,45 BURKE ST,Single Fam M01,Residential,1957,1950s
781,2125-225-00-0000,49 BURKE ST,Single Fam M01,Residential,1950,1950s
782,2125-226-00-0000,52 DIX ST,Single Fam M01,Residential,1930,1930s
783,2125-227-00-0000,44 DIX ST,Two Family M01,Residential,1930,1930s
784,2125-228-00-0000,40 DIX ST,Single Fam M01,Residential,1952,1950s
785,2125-229-00-0000,32 DIX ST,Three Fam M01,Residential,1950,1950s
786,2125-230-00-0000,28 DIX ST,Two Family M01,Residential,1940,1940s
787,2125-231-00-0000,20 DIX ST,Two Family M01,Residential,1968,1960s
788,2125-232-00-0000,16 DIX ST,Single Fam M01,Residential,1950,1950s
789,2125-233-00-0000,85 ARCH ST,Two Family M01,Residential,1930,1930s
791,2125-235-00-0000,53 DIX ST,Single Fam M01,Residential,1962,1960s
792,2125-236-00-0000,63 PINE ST,Two Family M01,Residential,1929,1920s
793,2125-237-00-0000,61 PINE ST,Single Fam M01,Residential,1950,1950s
794,2125-238-00-0000,59 PINE ST,Two Family M01,Residential,1910,1910s
795,2125-239-00-0000,57 PINE ST,Single Fam M01,Residential,1930,1930s
797,2125-242-00-0000,982 DIXWELL AVE,Two Family M01,Residential,1925,1920s
798,2125-244-00-0000,47 DIX ST,Single Fam M01,Residential,1934,1930s
801,2125-247-00-0000,37 ARCH ST,Two Family M01,Residential,1920,1920s
802,2125-248-00-0000,43 ARCH ST,Two Family M01,Residential,1920,1920s
804,2125-249-00-0000,51 ARCH ST,Two Family M01,Residential,1920,1920s
805,2125-250-00-0000,55 ARCH ST,Three Fam M01,Residential,1920,1920s
807,2125-252-00-0000,65 ARCH ST,Two Family M01,Residential,1920,1920s
808,2125-253-00-0000,75 ARCH ST,Two Family M01,Residential,1930,1930s
809,2125-254-00-0000,11 DIX ST,Two Family M01,Residential,1930,1930s
810,2125-255-00-0000,19 DIX ST,Single Fam M01,Residential,1930,1930s
811,2125-256-00-0000,21 DIX ST,Two Family M01,Residential,1930,1930s
812,2125-257-00-0000,29 DIX ST,Single Fam M01,Residential,1930,1930s
813,2125-258-00-0000,33 DIX ST,Single Fam M01,Residential,1930,1930s
814,2125-259-00-0000,37 DIX ST,Two Family M01,Residential,1930,1930s
815,2125-260-00-0000,66 PINE ST,Two Family M01,Residential,1967,1960s
816,2125-261-00-0000,62 PINE ST,Single Fam M01,Residential,1957,1950s
817,2125-262-00-0000,56 PINE ST,Two Family M01,Residential,1930,1930s
818,2125-263-00-0000,52 PINE ST,Two Family M01,Residential,1920,1920s
819,2125-264-00-0000,46 PINE ST,Two Family M01,Residential,1971,1970s
820,2125-265-00-0000,42 PINE ST,Two Family M01,Residential,1930,1930s
821,2125-266-00-0000,38 PINE ST,Two Family M01,Residential,1910,1910s
822,2125-267-00-0000,32 PINE ST,Single Fam M01,Residential,1900,1900s
823,2125-268-00-0000,28 PINE ST,Single Fam M01,Residential,1900,1900s
824,2125-269-00-0000,22 PINE ST,Two Family M01,Residential,1918,1910s
825,2125-270-00-0000,18 PINE ST,Three Fam M01,Residential,1910,1910s
826,2125-274-00-0000,69 ARCH ST,Single Fam M01,Residential,1920,1920s
828,2125-284-00-0000,138 ARCH ST,Single Fam M01,Residential,1920,1920s
829,2125-285-00-0000,64 WARNER ST,Three Fam M01,Residential,1960,1960s
830,2125-286-00-0000,60 WARNER ST,Single Fam M01,Residential,1940,1940s
831,2125-287-00-0000,54 WARNER ST,Two Family M01,Residential,1970,1970s
856,2125-289-00-0000,122 ARCH ST,Two Family M01,Residential,1920,1920s
857,2125-290-00-0000,116 ARCH ST,Two Family M01,Residential,1961,1960s
858,2125-291-00-0000,108 ARCH ST,Two Family M01,Residential,1965,1960s
859,2125-292-01-0000,98 ARCH ST,Single Fam M01,Residential,1925,1920s
860,2125-293-00-0000,92 ARCH ST,Two Family M01,Residential,1930,1930s
862,2125-295-00-0000,86 ARCH ST,Two Family M01,Residential,1930,1930s
863,2125-296-00-0000,78 ARCH ST,Two Family M01,Residential,1930,1930s
864,2125-297-00-0000,76 ARCH ST,Two Family M01,Residential,1925,1920s
865,2125-294-00-0000,88 ARCH ST,Three Fam M01,Residential,1930,1930s
866,2125-299-00-0000,80 BOWEN ST,Single Fam M01,Residential,1920,1920s
867,2125-300-00-0000,76 BOWEN ST,Single Fam M01,Residential,1890,pre1900s
868,2125-301-00-0000,60 BOWEN ST,Single Fam M01,Residential,1890,pre1900s
869,2125-302-00-0000,56 BOWEN ST,Single Fam M01,Residential,1940,1940s
870,2125-303-00-0000,52 BOWEN ST,Single Fam M01,Residential,1972,1970s
871,2125-304-00-0000,48 BOWEN ST,Single Fam M01,Residential,1900,1900s
872,2125-305-00-0000,42 BOWEN ST,Single Fam M01,Residential,1950,1950s
873,2125-306-00-0000,81 WEST EASTON ST,Two Family M01,Residential,1950,1950s
874,2125-307-00-0000,87 WEST EASTON ST,Two Family M01,Residential,1930,1930s
875,2125-308-00-0000,103 WEST EASTON ST,Two Family M01,Residential,1925,1920s
876,2125-309-00-0000,105 WEST EASTON ST,Two Family M01,Residential,1925,1920s
877,2125-310-00-0000,107 WEST EASTON ST,Two Family M01,Residential,1920,1920s
878,2125-311-00-0000,113 WEST EASTON ST,Two Family M01,Residential,1930,1930s
879,2125-312-00-0000,117 WEST EASTON ST,Single Fam M01,Residential,1920,1920s
880,2125-313-00-0000,123 WEST EASTON ST,Single Fam M01,Residential,1920,1920s
881,2125-316-00-0000,7 WARNER ST,Two Family M01,Residential,1960,1960s
882,2125-317-00-0000,3 WARNER ST,Two Family M01,Residential,1960,1960s
883,2125-318-00-0000,116 WEST EASTON ST,Single Fam M01,Residential,1930,1930s
884,2125-319-00-0000,110 WEST EASTON ST,Single Fam M01,Residential,1891,pre1900s
885,2125-321-00-0000,100 WEST EASTON ST,Single Fam M01,Residential,1930,1930s
886,2125-322-00-0000,94 WEST EASTON ST,Single Fam M01,Residential,1915,1910s
887,2125-324-00-0000,84 WEST EASTON ST,Single Fam M01,Residential,1930,1930s
888,2125-325-00-0000,76 WEST EASTON ST,Two Family M01,Residential,1920,1920s
889,2125-326-00-0000,12 BOWEN ST,Single Fam M01,Residential,1950,1950s
890,2125-327-00-0000,25 BOWEN ST,Single Fam M01,Residential,1951,1950s
891,2125-328-00-0000,31 BOWEN ST,Single Fam M01,Residential,1950,1950s
892,2125-330-00-0000,62 EASTON ST,Single Fam M01,Residential,1930,1930s
893,2125-331-00-0000,52 EASTON ST,Single Fam M01,Residential,1930,1930s
894,2125-332-00-0000,46 EASTON ST,Single Fam M01,Residential,1930,1930s
895,2125-333-00-0000,42 EASTON ST,Two Family M01,Residential,1930,1930s
896,2125-334-00-0000,38 EASTON ST,Two Family M01,Residential,1930,1930s
897,2125-335-00-0000,36 ALSTRUM ST,Single Fam M01,Residential,1903,1900s
898,2125-336-00-0000,32 ALSTRUM ST,Multi Hses,Residential,1940,1940s
900,2125-337-00-0000,64 ARCH ST,Two Family M01,Residential,1930,1930s
901,2125-338-00-0000,85 BOWEN ST,Single Fam M01,Residential,1960,1960s
902,2125-339-00-0000,58 ARCH ST,Single Fam M01,Residential,1940,1940s
903,2125-340-00-0000,54 ARCH ST,Single Fam M01,Residential,1925,1920s
904,2125-341-00-0000,50 ARCH ST,Single Fam M01,Residential,1925,1920s
906,2125-344-00-0000,84 ALSTRUM ST,Single Fam M01,Residential,1930,1930s
907,2125-345-00-0000,78 ALSTRUM ST,Two Family M01,Residential,1930,1930s
908,2125-346-00-0000,76 ALSTRUM ST,Single Fam M01,Residential,1945,1940s
909,2125-347-00-0000,72 ALSTRUM ST,Single Fam M01,Residential,1920,1920s
910,2125-348-00-0000,66 ALSTRUM ST,Single Fam M01,Residential,1930,1930s
911,2125-349-00-0000,62 ALSTRUM ST,Two Family M01,Residential,1930,1930s
912,2125-350-00-0000,58 ALSTRUM ST,Two Family,Residential,1930,1930s
913,2125-351-00-0000,54 ALSTRUM ST,Two Family M01,Residential,1920,1920s
914,2125-352-00-0000,45 EASTON ST,Two Family M01,Residential,1930,1930s
915,2125-353-00-0000,47 EASTON ST,Single Fam M01,Residential,1930,1930s
916,2125-354-00-0000,49 EASTON ST,Single Fam M01,Residential,1930,1930s
917,2125-355-00-0000,55 EASTON ST,Two Family M01,Residential,1930,1930s
918,2125-356-00-0000,51 BOWEN ST,Two Family M01,Residential,1960,1960s
919,2125-357-00-0000,53 BOWEN ST,Single Fam M01,Residential,1960,1960s
920,2125-358-00-0000,79 BOWEN ST,Three Fam M01,Residential,1940,1940s
921,2125-361-00-0000,11 EASTON ST,Single Fam M01,Residential,1950,1950s
923,2125-363-00-0000,17 EASTON ST,Single Fam M01,Residential,1910,1910s
924,2125-364-00-0000,19 EASTON ST,Single Fam M01,Residential,1930,1930s
925,2125-365-00-0000,23 EASTON ST,Single Fam M01,Residential,1930,1930s
926,2125-366-00-0000,25 EASTON ST,Single Fam M01,Residential,1930,1930s
927,2125-367-00-0000,67 ALSTRUM ST,Single Fam M01,Residential,1930,1930s
928,2125-368-00-0000,71 ALSTRUM ST,Single Fam M01,Residential,1930,1930s
929,2125-369-00-0000,79 ALSTRUM ST,Three Fam M01,Residential,1841,pre1900s
930,2125-370-00-0000,83 ALSTRUM ST,SFR In-Law,Residential,1930,1930s
931,2125-371-00-0000,89 ALSTRUM ST,Single Fam M01,Residential,1920,1920s
932,2125-379-00-0000,31 ALSTRUM ST,Single Fam M01,Residential,1929,1920s
933,2125-380-00-0000,35 ALSTRUM ST,Two Family M01,Residential,1930,1930s
935,2125-387-00-0000,869 DIXWELL AVE,Two Family M01,Residential,1925,1920s
936,2125-388-00-0000,51 DUDLEY ST,Two Family M01,Residential,2004,2000s
937,2125-395-00-0000,420 MORSE ST,Three Fam M01,Residential,1916,1910s
938,2125-398-00-0000,1035 DIXWELL AVE,Three Fam M01,Residential,1925,1920s
940,2125-407-00-0000,14 BURKE ST,Single Fam M01,Residential,1962,1960s
945,2125-413-00-0000,91 CHERRY ANN ST,Single Fam M01,Residential,1940,1940s
946,2125-414-00-0000,105 CHERRY ANN ST,Single Fam M01,Residential,1965,1960s
947,2125-416-00-0000,119 CHERRY ANN ST,Single Fam M01,Residential,1930,1930s
948,2125-418-00-0000,75 CHERRY ANN ST,Single Fam M01,Residential,1930,1930s
949,2125-419-00-0000,85 CHERRY ANN ST,Single Fam M01,Residential,1958,1950s
950,2125-420-00-0000,26 ALSTRUM ST,Single Fam M01,Residential,1872,pre1900s
951,2125-421-00-0000,20 ALSTRUM ST,Single Fam M01,Residential,1930,1930s
952,2125-422-00-0000,65 CHERRY ANN ST,Two Family M01,Residential,1930,1930s
953,2125-423-00-0000,59 CHERRY ANN ST,Single Fam M01,Residential,1930,1930s
954,2125-424-00-0000,53 CHERRY ANN ST,Single Fam M01,Residential,1930,1930s
955,2125-425-00-0000,49 CHERRY ANN ST,Single Fam M01,Residential,1930,1930s
956,2125-426-00-0000,47 CHERRY ANN ST,Single Fam M01,Residential,1930,1930s
957,2125-436-00-0000,21 ALSTRUM ST,Two Family M01,Residential,1930,1930s
958,2125-438-00-0000,49 ALLING ST,MIXED USE M96,Mixed Use,1955,1950s
960,2125-442-00-0000,56 DUDLEY ST,Single Fam M01,Residential,1872,pre1900s
961,2125-443-00-0000,54 DUDLEY ST,Single Fam M01,Residential,1920,1920s
962,2125-444-00-0000,48 DUDLEY ST,Single Fam M01,Residential,1920,1920s
963,2125-448-00-0000,393 GOODRICH ST,Single Fam M01,Residential,1930,1930s
964,2125-452-00-0000,390 GOODRICH ST,Two Family M01,Residential,1930,1930s
968,2125-458-00-0000,22 CHERRY ANN ST,Single Fam M01,Residential,1930,1930s
969,2125-459-00-0000,26 CHERRY ANN ST,Single Fam M01,Residential,1920,1920s
972,2125-462-00-0000,50 CHERRY ANN ST,Two Family M01,Residential,1930,1930s
973,2125-463-00-0000,48 CHERRY ANN ST,Single Fam M01,Residential,1930,1930s
974,2125-464-00-0000,44 CHERRY ANN ST,Two Family M01,Residential,1930,1930s
983,2125-472-00-0000,1059 DIXWELL AVE,Three Fam M01,Residential,1925,1920s
984,2126-020-00-0000,339 AUGUR ST,Single Fam M01,Residential,1990,1990s
985,2126-021-00-0000,337 AUGUR ST,Single Fam M01,Residential,1920,1920s
986,2126-022-00-0000,333 AUGUR ST,Two Family M01,Residential,1990,1990s
987,2126-023-00-0000,331 AUGUR ST,Single Fam M01,Residential,1990,1990s
988,2126-024-00-0000,329 AUGUR ST,Two Family M01,Residential,1990,1990s
989,2126-025-00-0000,368 MORSE ST,Two Family M01,Residential,1868,pre1900s
990,2126-026-00-0000,74 ST MARY ST,Three Fam M01,Residential,1920,1920s
991,2126-027-00-0000,70 ST MARY ST,Three Fam M01,Residential,1940,1940s
992,2126-028-00-0000,64 ST MARY ST,Two Family M01,Residential,1900,1900s
993,2126-029-00-0000,50 ST MARY ST,Two Family M01,Residential,1900,1900s
994,2126-030-00-0000,15 DUDLEY ST,Single Fam M01,Residential,1920,1920s
996,2126-037-00-0000,349 MORSE ST,Two Family M01,Residential,1910,1910s
997,2126-038-00-0000,345 MORSE ST,Two Family M01,Residential,1991,1990s
998,2126-039-00-0000,339 MORSE ST,Single Fam M01,Residential,1920,1920s
999,2126-040-00-0000,335 MORSE ST,Single Fam M01,Residential,1920,1920s
1000,2126-041-00-0000,331 MORSE ST,Single Fam M01,Residential,1920,1920s
1001,2126-042-00-0000,319 MORSE ST,MIXED USE M96,Mixed Use,1960,1960s
1002,2126-044-00-0000,311 MORSE ST,Three Fam M01,Residential,1920,1920s
1003,2126-045-00-0000,301 MORSE ST,Two Family M01,Residential,1920,1920s
1004,2126-046-00-0000,299 MORSE ST,Single Fam M01,Residential,1920,1920s
1005,2126-047-00-0000,295 MORSE ST,Single Fam M01,Residential,1920,1920s
1006,2126-048-00-0000,291 MORSE ST,Single Fam M01,Residential,1920,1920s
1007,2126-049-00-0000,287 MORSE ST,Single Fam M01,Residential,1920,1920s
1008,2126-050-00-0000,283 MORSE ST,Single Fam M01,Residential,1920,1920s
1009,2126-051-00-0000,279 MORSE ST,Single Fam M01,Residential,1920,1920s
1010,2126-052-00-0000,275 MORSE ST,Single Fam M01,Residential,1920,1920s
1011,2126-053-00-0000,271 MORSE ST,Single Fam M01,Residential,1920,1920s
1012,2126-054-00-0000,267 MORSE ST,Two Family M01,Residential,1920,1920s
1013,2126-055-00-0000,263 MORSE ST,Single Fam M01,Residential,1920,1920s
1014,2126-056-00-0000,259 MORSE ST,Single Fam M01,Residential,1920,1920s
1015,2126-058-01-0000,253 MORSE ST,MUNICIPAL M01,Residential,1990,1990s
1016,2126-059-01-0000,249 MORSE ST,MUNICIPAL M01,Residential,1990,1990s
1017,2126-060-00-0000,20 HARRIS ST,Two Family M01,Residential,1936,1930s
1018,2126-061-00-0000,16 HARRIS ST,Single Fam M01,Residential,2016,2010s
